x,y,z
0.0,0.0,0.0
0.0,0.05,0.014170646637533441
0.05,0.05,0.01722174349816526
0.05,0.1,0.02072151935250881
0.05,0.05,0.01722174349816526
0.05,0.0,0.014170647420775388
0.1,0.0,0.01705038569352917
0.1,-0.05,0.013890050947848906
0.05,-0.05,0.011544079892591735
0.1,-0.05,0.013890050947848906
0.15000000000000002,-0.05,0.016546472678600457
0.15000000000000002,0.0,0.020311209952203875
0.10000000000000002,0.0,0.01705038569352917
0.05000000000000002,0.0,0.014170647420775388
0.05000000000000002,0.05,0.01722174349816526
0.10000000000000002,0.05,0.020721521060613115
0.10000000000000002,0.0,0.01705038569352917
0.10000000000000002,0.05,0.020721521060613115
0.05000000000000002,0.05,0.01722174349816526
0.05000000000000002,0.1,0.02072151935250881
0.05000000000000002,0.05,0.01722174349816526
0.05000000000000002,0.1,0.02072151935250881
0.10000000000000002,0.1,0.02493251625442382
0.10000000000000002,0.05,0.020721521060613115
0.10000000000000002,0.1,0.02493251625442382
0.10000000000000002,0.15000000000000002,0.029700765671472118
0.10000000000000002,0.10000000000000002,0.02493251625442382
0.15000000000000002,0.10000000000000002,0.029700769322522563
0.15000000000000002,0.15000000000000002,0.035380929104850405
0.10000000000000002,0.15000000000000002,0.029700765671472118
0.10000000000000002,0.10000000000000002,0.02493251625442382
0.10000000000000002,0.05000000000000002,0.020721521060613115
0.10000000000000002,0.10000000000000002,0.02493251625442382
0.10000000000000002,0.05000000000000002,0.020721521060613115
0.10000000000000002,0.10000000000000002,0.02493251625442382
0.10000000000000002,0.05000000000000002,0.020721521060613115
0.15000000000000002,0.05000000000000002,0.024684436609122336
0.10000000000000002,0.05000000000000002,0.020721521060613115
0.15000000000000002,0.05000000000000002,0.024684436609122336
0.2,0.05000000000000002,0.02911266002998825
0.25,0.05000000000000002,0.033993638578214705
0.25,1.3877787807814457e-17,0.027971143965862588
0.25,0.05000000000000002,0.033993638578214705
0.25,1.3877787807814457e-17,0.027971143965862588
0.25,0.05000000000000002,0.033993638578214705
0.25,0.10000000000000002,0.04090177280628672
0.25,0.15000000000000002,0.04872408214790176
0.25,0.2,0.05746484727119734
0.2,0.2,0.049213753850531776
0.2,0.25,0.05746483156567494
0.15000000000000002,0.25,0.0487240598975511
0.15000000000000002,0.3,0.05632694136909729
0.15000000000000002,0.25,0.0487240598975511
0.15000000000000002,0.2,0.041728024353791485
0.15000000000000002,0.25,0.0487240598975511
0.15000000000000002,0.3,0.05632694136909729
0.10000000000000002,0.3,0.047284040518997754
0.15000000000000002,0.3,0.05632694136909729
0.15000000000000002,0.35,0.06446825652400173
0.15000000000000002,0.39999999999999997,0.07305210545186236
0.15000000000000002,0.44999999999999996,0.08195521716726656
0.2,0.44999999999999996,0.09665743732874167
0.2,0.49999999999999994,0.10735844241005654
0.2,0.5499999999999999,0.11805766383642956
0.2,0.6,0.12853139666938834
0.2,0.5499999999999999,0.11805766383642956
0.2,0.6,0.12853139666938834
0.2,0.5499999999999999,0.11805766383642956
0.15000000000000002,0.5499999999999999,0.10010033057485956
0.15000000000000002,0.6,0.10898094049763198
0.15000000000000002,0.5499999999999999,0.10010033057485956
0.15000000000000002,0.6,0.10898094049763198
0.15000000000000002,0.65,0.11746883207874759
0.15000000000000002,0.7000000000000001,0.12535792991700034
0.15000000000000002,0.65,0.11746883207874759
0.10000000000000002,0.65,0.09861002201716755
0.10000000000000002,0.7000000000000001,0.10523257879426512
0.10000000000000002,0.7500000000000001,0.11118249963663362
0.10000000000000002,0.7000000000000001,0.10523257879426512
0.10000000000000002,0.7500000000000001,0.11118249963663362
0.15000000000000002,0.7500000000000001,0.1324457532822798
0.2,0.7500000000000001,0.1562056458189458
0.15000000000000002,0.7500000000000001,0.1324457532822798
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.10000000000000002,0.9000000000000002,0.1234916301327271
0.05000000000000002,0.9000000000000002,0.10263440397952342
0.10000000000000002,0.9000000000000002,0.1234916301327271
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.10000000000000002,0.9000000000000002,0.1234916301327271
0.05000000000000002,0.9000000000000002,0.10263440397952342
0.05000000000000002,0.8500000000000002,0.10010033645632796
0.10000000000000002,0.8500000000000002,0.12044258878851598
0.10000000000000002,0.8000000000000002,0.11630000175678204
0.05000000000000002,0.8000000000000002,0.09665741730368896
0.10000000000000002,0.8000000000000002,0.11630000175678204
0.10000000000000002,0.7500000000000001,0.11118249963663362
0.10000000000000002,0.8000000000000002,0.11630000175678204
0.10000000000000002,0.7500000000000001,0.11118249963663362
0.15000000000000002,0.7500000000000001,0.1324457532822798
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.10000000000000002,0.8000000000000002,0.11630000175678204
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.2,0.8000000000000002,0.1633954775282254
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.2,0.8500000000000002,0.16921560795191207
0.2,0.9000000000000002,0.17349936902449264
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.15000000000000002,0.8000000000000002,0.13854196183160533
0.15000000000000002,0.8500000000000002,0.14347680775454633
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.2,0.9000000000000002,0.17349936902449264
0.2,0.8500000000000002,0.16921560795191207
0.2,0.9000000000000002,0.17349936902449264
0.15000000000000002,0.9000000000000002,0.14710897345312368
0.2,0.9000000000000002,0.17349936902449264
0.25,0.9000000000000002,0.2025880123214767
0.25,0.8500000000000002,0.1975860303170632
0.25,0.8000000000000002,0.19079009822920218
0.25,0.7500000000000001,0.18239482602465495
0.25,0.7000000000000001,0.17263397648601478
0.25,0.65,0.16176967150286417
0.2,0.65,0.13854196050067308
0.25,0.65,0.16176967150286417
0.3,0.65,0.1870122236986911
0.3,0.7000000000000001,0.1995717986683411
0.3,0.7500000000000001,0.21085573680952638
0.35,0.7500000000000001,0.24133231417102008
0.3,0.7500000000000001,0.21085573680952638
0.3,0.7000000000000001,0.1995717986683411
0.35,0.7000000000000001,0.22841741671893018
0.3,0.7000000000000001,0.1995717986683411
0.3,0.7500000000000001,0.21085573680952638
0.25,0.7500000000000001,0.18239482602465495
0.25,0.8000000000000002,0.19079009822920218
0.3,0.8000000000000002,0.22056101565447495
0.3,0.7500000000000001,0.21085573680952638
0.35,0.7500000000000001,0.24133231417102008
0.39999999999999997,0.7500000000000001,0.27346561500739885
0.35,0.7500000000000001,0.24133231417102008
0.35,0.8000000000000002,0.2524403807779096
0.39999999999999997,0.8000000000000002,0.28605273044236823
0.39999999999999997,0.7500000000000001,0.27346561500739885
0.39999999999999997,0.8000000000000002,0.28605273044236823
0.44999999999999996,0.8000000000000002,0.32091545485079176
0.44999999999999996,0.7500000000000001,0.3067942639944028
0.44999999999999996,0.8000000000000002,0.32091545485079176
0.49999999999999994,0.8000000000000002,0.3564450028984712
